species,tissue_class,cell_type,cell_name,geneSymbol,PMID
Mm Hs,Smooth muscle,,Smooth muscle cells,VASN,
Mm Hs,Smooth muscle,,Smooth muscle cells,PDGFD,
Mm Hs,Smooth muscle,,Smooth muscle cells,SMOC1,
Mm Hs,Smooth muscle,,Smooth muscle cells,AAED1,
Mm Hs,Smooth muscle,,Smooth muscle cells,AOC3,
Mm Hs,Smooth muscle,,Smooth muscle cells,SEC24D,
Mm Hs,Smooth muscle,,Smooth muscle cells,KCNAB1,
Mm Hs,Smooth muscle,,Smooth muscle cells,MYLK4,
Mm Hs,Smooth muscle,,Smooth muscle cells,KIF1C,
Mm Hs,Smooth muscle,,Smooth muscle cells,MRVI1,
Mm Hs,Smooth muscle,,Smooth muscle cells,JPH2,
Mm Hs,Smooth muscle,,Smooth muscle cells,ITGA9,
Mm Hs,Smooth muscle,,Smooth muscle cells,KCNMB1,
Mm Hs,Smooth muscle,,Smooth muscle cells,NOX4,
Mm Hs,Smooth muscle,,Smooth muscle cells,NOV,
Mm Hs,Smooth muscle,,Smooth muscle cells,DMPK,
Mm Hs,Smooth muscle,,Smooth muscle cells,SH3BGR,
Mm Hs,Smooth muscle,,Smooth muscle cells,ITGA8,
Mm Hs,Smooth muscle,,Smooth muscle cells,TCF21,
Mm Hs,Smooth muscle,,Smooth muscle cells,ADAMDEC1,
Mm Hs,Smooth muscle,,Smooth muscle cells,HHIP,
Mm Hs,Smooth muscle,,Smooth muscle cells,MFAP5,
Mm Hs,Smooth muscle,,Smooth muscle cells,SPON2,
Mm Hs,Smooth muscle,,Smooth muscle cells,LAMB2,
Mm Hs,Smooth muscle,,Smooth muscle cells,GJC1,
Mm Hs,Smooth muscle,,Smooth muscle cells,ACKR3,
Mm Hs,Smooth muscle,,Smooth muscle cells,OGN,
Mm Hs,Smooth muscle,,Smooth muscle cells,SMTN,
Mm Hs,Smooth muscle,,Smooth muscle cells,BGN,
Mm Hs,Smooth muscle,,Smooth muscle cells,MYL9,
Mm Hs,Smooth muscle,,Smooth muscle cells,MYLK,
Mm Hs,Smooth muscle,,Smooth muscle cells,PCP4L1,
Mm Hs,Smooth muscle,,Smooth muscle cells,SNCG,
Mm Hs,Smooth muscle,,Smooth muscle cells,PLN,
Mm Hs,Smooth muscle,,Smooth muscle cells,NRP2,
Mm Hs,Reproductive,,Spermatocytes,CAPN1,
Mm Hs,Reproductive,,Spermatocytes,JAKMIP1,
Mm Hs,Reproductive,,Spermatocytes,SMCP,
Mm Hs,Reproductive,,Spermatocytes,GKAP1,
Mm Hs,Reproductive,,Spermatocytes,SPATA33,
Mm Hs,Reproductive,,Spermatocytes,NOTCH3,
Hs,Reproductive,,Spermatocytes,GCNA,
Hs,Reproductive,,Spermatocytes,TP73,
Mm Hs,Reproductive,,Spermatocytes,PGK2,
Mm Hs,Reproductive,,Spermatocytes,ACR,
Mm Hs,Reproductive,,Spermatocytes,SYCP1,
Mm Hs,Reproductive,,Spermatocytes,SYCP2,
Mm Hs,Reproductive,,Spermatocytes,SYCP3,
Mm Hs,Reproductive,,Spermatocytes,TXNDC8,
Mm Hs,Reproductive,,Spermatocytes,TEX101,
Mm Hs,Reproductive,,Spermatocytes,CD46,
Mm Hs,Reproductive,,Spermatocytes,INHBB,
Mm Hs,Reproductive,,Spermatocytes,PRM1,
Mm Hs,Reproductive,,Spermatocytes,PRM2,
Mm Hs,Reproductive,,Spermatocytes,IGF2,
Mm Hs,Reproductive,,Spermatocytes,TNP1,
Mm Hs,Reproductive,,Spermatocytes,OSR2,
Mm Hs,Reproductive,,Spermatozoa,ABHD2,
Mm Hs,Reproductive,,Spermatozoa,HVCN1,
Mm Hs,Reproductive,,Spermatozoa,GPR55,
Mm Hs,Reproductive,,Spermatozoa,ABCA1,
Mm Hs,Reproductive,,Spermatozoa,SLC31A1,
Mm Hs,Reproductive,,Spermatozoa,LDHC,
Mm Hs,Reproductive,,Spermatozoa,PRKAA2,
Mm Hs,Reproductive,,Spermatozoa,HSPA2,
Mm Hs,Reproductive,,Spermatozoa,ODF1,
Hs,Connective tissue,,Stromal cells,MMP1,
Mm Hs,Connective tissue,,Stromal cells,MMP2,
Mm Hs,Connective tissue,,Stromal cells,MMP9,
Mm Hs,Connective tissue,,Stromal cells,TLR3,
Mm Hs,Connective tissue,,Stromal cells,MME,
Mm Hs,Connective tissue,,Stromal cells,PECAM1,
Mm Hs,Connective tissue,,Stromal cells,ITGA4,
Hs,Connective tissue,,Stromal cells,ICAM3,
Mm Hs,Connective tissue,,Stromal cells,ITGAV,
Mm Hs,Connective tissue,,Stromal cells,ICAM1,
Mm Hs,Connective tissue,,Stromal cells,VCAM1,
Mm Hs,Connective tissue,,Stromal cells,KIT,
Mm Hs,Connective tissue,,Stromal cells,PDGFRA,
Mm Hs,Connective tissue,,Stromal cells,PDGFRB,
Mm Hs,Connective tissue,,Stromal cells,MADCAM1,
Mm Hs,Connective tissue,,Stromal cells,B4GALNT1,
Mm Hs,Connective tissue,,Stromal cells,TLR1,
Mm Hs,Connective tissue,,Stromal cells,TLR2,
Mm Hs,Connective tissue,,Stromal cells,TLR4,
Mm Hs,Connective tissue,,Stromal cells,CDH11,
Mm Hs,Connective tissue,,Stromal cells,CALB2,
Mm Hs,Connective tissue,,Stromal cells,DES,
Mm Hs,Connective tissue,,Stromal cells,MMRN2,
Mm Hs,Connective tissue,,Stromal cells,CD248,
Mm Hs,Connective tissue,,Stromal cells,FAP,
Mm Hs,Connective tissue,,Stromal cells,LAMC2,
Mm Hs,Connective tissue,,Stromal cells,SNED1,
Mm Hs,Connective tissue,,Stromal cells,TNC,
Mm Hs,Connective tissue,,Stromal cells,LUM,
Mm Hs,Connective tissue,,Stromal cells,COL15A1,
Mm Hs,Connective tissue,,Stromal cells,GDF10,
Mm Hs,Connective tissue,,Stromal cells,COL4A1,
Mm Hs,Connective tissue,,Stromal cells,BMP4,
Mm Hs,Connective tissue,,Stromal cells,WNT2,
Mm Hs,Connective tissue,,Stromal cells,BMP5,
Mm Hs,Immune system,,T cells,CD3D,
Mm Hs,Immune system,,T cells,CD3G,
Mm Hs,Immune system,,T cells,CD3E,
Mm Hs,Immune system,,T cells,HOPX,
Mm Hs,Immune system,,T cells,CCL3,
Mm Hs,Immune system,,T cells,CCL4,
Hs,Immune system,,T cells,GIMAP2,
Mm Hs,Immune system,,T cells,SYT3,
Mm Hs,Immune system,,T cells,NOTCH3,
Mm Hs,Immune system,,T cells,SEMA6D,
Mm Hs,Immune system,,T cells,DKK3,
Mm Hs,Immune system,,T cells,IFIT3,
Mm Hs,Immune system,,T cells,CERK,
Mm,Immune system,,T cells,CCL6,
Mm Hs,Immune system,,T cells,PMCH,
Mm Hs,Immune system,,T cells,CD4,
Mm Hs,Immune system,,T cells,LTB,
Mm,Immune system,,T cells,GIMAP3,
Mm Hs,Immune system,,T cells,CXCR6,
Mm Hs,Immune system,,T cells,IL7R,
Mm Hs,Immune system,,T cells,SATB1,
Mm Hs,Immune system,,T cells,LEF1,
Mm Hs,Immune system,,T cells,ITK,
Mm Hs,Immune system,,T cells,TRBC2,
Mm Hs,Immune system,,T cells,PTPRCAP,
Mm Hs,Immune system,,T cells,GEM,
Mm Hs,Immune system,,T cells,CD7,
Mm Hs,Immune system,,T cells,MAFF,
Mm Hs,Immune system,,T cells,TGIF1,
Mm Hs,Immune system,,T cells,RORA,
Mm Hs,Immune system,,T cells,TNFAIP3,
Mm Hs,Immune system,,T cells,CREM,
Mm Hs,Immune system,,T cells,PXDC1,
Mm Hs,Immune system,,T cells,NABP1,
Mm Hs,Immune system,,T cells,FAM110A,
Hs,Immune system,,T cells,EEF1B2P3,
Mm Hs,Immune system,,T cells,TRAC,
Mm Hs,Immune system,,T cells,CD69,
Hs,Immune system,,T cells,PFN1P1,
Hs,Immune system,,T cells,IL32,
Mm Hs,Immune system,,T cells,CXCR4,
Mm,Immune system,,T cells,H2-Q7,
Mm,Immune system,,T cells,TRBC1,
Mm Hs,Immune system,,T cells,1-Sep,
Mm Hs,Immune system,,T cells,BCL2,
Mm Hs,Immune system,,T cells,CYTL1,
Mm Hs,Immune system,,T cells,CD2,
Mm Hs,Immune system,,T cells,CTSW,
Mm Hs,Immune system,,T cells,PTPN22,
Mm Hs,Immune system,,T cells,TXK,
Mm Hs,Immune system,,T cells,GDPD3,
Mm Hs,Immune system,,T cells,TRAF1,
Mm Hs,Immune system,,T cells,IL2RA,
Hs,Immune system,,T cells,CD8B,
Mm Hs,Immune system,,T cells,BATF3,
Hs,Immune system,,T cells,GZMH,
Mm Hs,Immune system,,T cells,LAG3,
Mm,Immune system,,T cells,CD8B1,
Mm Hs,Immune system,,T cells,GZMK,
Mm Hs,Immune system,,T cells,GZMB,
Mm Hs,Immune system,,T cells,SH2D1A,
Mm Hs,Immune system,,T cells,MYO1G,
Mm Hs,Immune system,,T cells,FMNL1,
Mm Hs,Immune system,,T cells,S1PR4,
Mm Hs,Immune system,,T cells,CD247,
Mm,Immune system,,T cells,MS4A4C,
Mm Hs,Immune system,,T cells,GIMAP5,
Mm Hs,Immune system,,T cells,CD28,
Mm Hs,Immune system,,T cells,CD160,
None,Immune system,,T cells,TCRG-C2,
Mm,Immune system,,T cells,TCRG-C1,
None,Immune system,,T cells,TCRG-C4,
Mm Hs,Immune system,,T cells,TRDC,
Mm,Immune system,,T cells,H2-T3,
None,Immune system,,T cells,H2-T10,
Mm Hs,Immune system,,T cells,RHOH,
Mm Hs,Immune system,,T cells,KLRB1,
Mm Hs,Immune system,,T cells,CCR2,
Mm Hs,Immune system,,T cells,IL2RB,
Mm Hs,Immune system,,T cells,CD163L1,
Mm,Immune system,,T cells,TRDV4,
Mm Hs,Immune system,,T cells,MBD2,
Mm Hs,Immune system,,T cells,ICOS,
Mm Hs,Immune system,,T cells,IL18R1,
Mm Hs,Immune system,,T cells,TNFRSF4,
Mm Hs,Immune system,,T cells,CCL20,
Mm Hs,Immune system,,T cells,CLEC2D,
Mm Hs,Immune system,,T cells,CD8A,
Mm Hs,Immune system,,T cells,CD6,
Mm Hs,Immune system,,T cells,S100A4,
Mm Hs,Immune system,,T cells,CCL5,
Mm Hs,Immune system,,T cells,LCK,
Mm Hs,Immune system,,T cells,CD81,
Mm Hs,Immune system,,T cells,THY1,
Mm Hs,Immune system,,T cells,LAT,
Mm Hs,Immune system,,T cells,SKAP1,
Mm Hs,Immune system,,T cells,TCF7,
Mm Hs,Immune system,,T cells,CCR7,
Mm Hs,Immune system,,T cells,MYB,
Hs,Immune system,,T cells,CCL4L2,
Hs,Immune system,,T cells,PYHIN1,
Mm Hs,Immune system,,T cells,GZMA,
Mm Hs,Immune system,,T cells,JUNB,
Mm Hs,Immune system,,T cells,DUSP2,
Mm Hs,Immune system,,T cells,IFNG,
Mm Hs,Immune system,,T cells,CD52,
Mm Hs,Immune system,,T cells,BRAF,
Mm Hs,NA,,T cells naive,CD3D,
Mm Hs,NA,,T cells naive,CD4,
Mm Hs,NA,,T cells naive,SELL,
Mm Hs,NA,,T cells naive,CCR7,
Mm Hs,Immune system,,T cytotoxic cells,CD2,
Mm Hs,Immune system,,T cytotoxic cells,CD27,
Mm Hs,Immune system,,T cytotoxic cells,CD28,
Mm Hs,Immune system,,T cytotoxic cells,CD5,
Mm Hs,Immune system,,T cytotoxic cells,CD69,
Mm Hs,Immune system,,T cytotoxic cells,CD8A,
Mm Hs,Immune system,,T cytotoxic cells,GZMB,
Mm Hs,Immune system,,T cytotoxic cells,TRAC,
Mm Hs,Immune system,,T follicular helper cells,BCL6,
Mm Hs,Immune system,,T follicular helper cells,CD3D,
Mm Hs,Immune system,,T follicular helper cells,CD4,
Mm Hs,Immune system,,T follicular helper cells,CD84,
Hs,Immune system,,T follicular helper cells,IL6R,
Mm Hs,Immune system,,T follicular helper cells,SLAMF1,
Mm Hs,Immune system,,T follicular helper cells,CD40LG,
Mm Hs,Immune system,,T follicular helper cells,CXCR5,
Mm Hs,Immune system,,T follicular helper cells,TNFSF4,
Mm Hs,Immune system,,T follicular helper cells,ICOS,
Mm Hs,Immune system,,T follicular helper cells,PDCD1,
Mm Hs,Immune system,,T follicular helper cells,CD200,
Mm Hs,Immune system,,T follicular helper cells,P2RX7,
Mm Hs,Immune system,,T helper cells,IFNG,
Mm Hs,Immune system,,T helper cells,IL2,
Mm Hs,Immune system,,T helper cells,TBX21,
Mm Hs,Immune system,,T helper cells,DPP4,
Mm Hs,Immune system,,T helper cells,KLRD1,
Mm Hs,Immune system,,T helper cells,CXCR3,
Mm Hs,Immune system,,T helper cells,CCR1,
Mm Hs,Immune system,,T helper cells,CCR5,
Mm Hs,Immune system,,T helper cells,TNFSF11,
Mm Hs,Immune system,,T helper cells,HAVCR2,
Mm Hs,Immune system,,T helper cells,IL18R1,
Mm Hs,Immune system,,T helper cells,LTBR,
Mm Hs,Immune system,,T helper cells,TNF,
Mm Hs,Immune system,,T helper cells,LTA,
Mm Hs,Immune system,,T helper cells,GATA3,
Mm Hs,Immune system,,T helper cells,CSF2,
Mm Hs,Immune system,,T helper cells,IL4,
Mm Hs,Immune system,,T helper cells,IL5,
Mm Hs,Immune system,,T helper cells,IL6,
Mm Hs,Immune system,,T helper cells,IL10,
Mm Hs,Immune system,,T helper cells,IL13,
Mm Hs,Immune system,,T helper cells,CCR8,
Mm Hs,Immune system,,T helper cells,CXCR4,
Mm Hs,Immune system,,T helper cells,CCR3,
Mm Hs,Immune system,,T helper cells,CCR7,
Mm Hs,Immune system,,T helper cells,ICOS,
Mm Hs,Immune system,,T helper cells,PTGDR2,
Mm Hs,Immune system,,T helper cells,HAVCR1,
Mm Hs,Immune system,,T helper cells,IL1R2,
Mm Hs,Immune system,,T helper cells,IRF4,
Mm Hs,Immune system,,T helper cells,STAT6,
Mm Hs,Immune system,,T helper cells,IL17A,
Mm Hs,Immune system,,T helper cells,IL17F,
Mm Hs,Immune system,,T helper cells,IL21,
Mm Hs,Immune system,,T helper cells,IL22,
Mm Hs,Immune system,,T helper cells,RORA,
Mm Hs,Immune system,,T helper cells,RORC,
None,Immune system,,T helper cells,CD3,
Mm Hs,Immune system,,T helper cells,CD38,
Mm Hs,Immune system,,T helper cells,KLRB1,
Mm Hs,Immune system,,T helper cells,AHR,
Mm Hs,Immune system,,T helper cells,CCR10,
Mm Hs,Immune system,,T helper cells,CD3D,
Mm Hs,Immune system,,T helper cells,CD4,
Mm Hs,Immune system,,T helper cells,CCR4,
Mm Hs,Immune system,,T helper cells,CCR6,
Mm Hs,Immune system,,T helper cells,IL9,
Mm Hs,Immune system,,T helper cells,CD2,
Mm Hs,Immune system,,T helper cells,CD28,
Mm Hs,Immune system,,T helper cells,CD5,
Mm Hs,Immune system,,T helper cells,IL1RL1,
Mm Hs,Immune system,,T helper cells,FOXP3,
Mm Hs,Immune system,,T helper cells,CD3G,
Mm Hs,Immune system,,T helper cells,TNFRSF4,
Mm,Immune system,,T helper cells,IL4RA,
Mm Hs,Immune system,,T helper cells,CD40LG,
Mm Hs,Immune system,,T helper cells,IL17RB,
Mm Hs,Immune system,,T helper cells,HPGDS,
Mm Hs,Immune system,,T helper cells,NFATC2,
Mm Hs,Immune system,,T helper cells,NFKB1,
Mm Hs,Immune system,,T helper cells,NR3C1,
Mm Hs,Immune system,,T helper cells,PPARG,
Mm Hs,Immune system,,T memory cells,SELL,
Mm Hs,Immune system,,T memory cells,CCR7,
Mm Hs,Immune system,,T memory cells,CD4,
Mm Hs,Immune system,,T memory cells,CCR5,
Mm Hs,Immune system,,T memory cells,CD69,
Mm Hs,Immune system,,T memory cells,ITGB5,
Mm Hs,Immune system,,T memory cells,BCL2,
Mm Hs,Immune system,,T memory cells,GRAP2,
Mm Hs,Immune system,,T memory cells,TBC1D10C,
Mm Hs,Immune system,,T memory cells,CYTIP,
Mm Hs,Immune system,,T memory cells,KPNA4,
Mm Hs,Immune system,,T memory cells,CD247,
Mm Hs,Immune system,,T memory cells,EPSTI1,
Mm Hs,Immune system,,T memory cells,APBB1IP,
Mm Hs,Immune system,,T memory cells,CD27,
Mm Hs,Immune system,,T memory cells,RHOH,
Mm Hs,Immune system,,T memory cells,GIMAP1,
Mm Hs,Immune system,,T memory cells,ACP5,
Mm Hs,Immune system,,T memory cells,IKZF1,
Mm Hs,Immune system,,T memory cells,SP100,
Mm Hs,Immune system,,T memory cells,DGKA,
Mm Hs,Immune system,,T memory cells,IL7R,
Mm Hs,Immune system,,T memory cells,ITGB7,
Mm Hs,Immune system,,T memory cells,NKG7,
Mm Hs,Immune system,,T memory cells,CD28,
Mm,Immune system,,T memory cells,H2-T23,
Mm,Immune system,,T memory cells,GIMAP3,
Mm,Immune system,,T memory cells,H2-Q7,
Mm Hs,Immune system,,T memory cells,BIN2,
Mm Hs,Immune system,,T memory cells,RAPGEF6,
Mm Hs,Immune system,,T memory cells,ARHGEF1,
Mm,Immune system,,T memory cells,MIR142HG,
Mm Hs,Immune system,,T memory cells,S100A9,
Mm,Immune system,,T memory cells,SLFN2,
Mm Hs,Immune system,,T memory cells,ARHGAP15,
Mm Hs,Immune system,,T memory cells,CD3E,
Mm Hs,Immune system,,T memory cells,SKAP1,
Mm Hs,Immune system,,T memory cells,GIMAP4,
Mm Hs,Immune system,,T memory cells,CD2,
Mm Hs,Immune system,,T memory cells,PTPRC,
Mm Hs,Immune system,,T memory cells,LAT,
Mm,Immune system,,T memory cells,MS4A6B,
Mm Hs,Immune system,,T memory cells,TCF7,
Mm Hs,Immune system,,T memory cells,LEF1,
Mm Hs,Immune system,,T memory cells,1-Sep,
Mm Hs,Immune system,,T memory cells,ARHGAP45,
Mm Hs,Immune system,,T memory cells,SATB1,
Mm Hs,Immune system,,T memory cells,PTPRCAP,
Mm Hs,Immune system,,T memory cells,S100A8,
Mm Hs,Immune system,,T memory cells,LTB,
Mm Hs,Immune system,,T memory cells,LCK,
Mm,Immune system,,T memory cells,TRBC1,
Mm Hs,Immune system,,T memory cells,TRAC,
Mm Hs,Immune system,,T memory cells,CD3G,
Mm Hs,Immune system,,T memory cells,CD3D,
Mm,Immune system,,T memory cells,MS4A4B,
Mm Hs,Immune system,,T memory cells,TRBC2,
Mm Hs,Immune system,,T memory cells,CD7,
Mm Hs,Immune system,,T memory cells,CXCR6,
Mm Hs,Immune system,,T memory cells,ICOS,
Mm Hs,Immune system,,T memory cells,CCR6,
Mm Hs,Immune system,,T memory cells,ITGAE,
Mm Hs,Immune system,,T memory cells,ENPP1,
Mm Hs,Immune system,,T regulatory cells,FOXP3,
Mm Hs,Immune system,,T regulatory cells,IKZF2,
Mm Hs,Immune system,,T regulatory cells,CD4,
Mm Hs,Immune system,,T regulatory cells,IL2RA,
Mm Hs,Immune system,,T regulatory cells,ENTPD1,
Mm Hs,Immune system,,T regulatory cells,SELL,
Mm Hs,Immune system,,T regulatory cells,NT5E,
Mm Hs,Immune system,,T regulatory cells,ITGAE,
Mm Hs,Immune system,,T regulatory cells,TNFRSF4,
Mm Hs,Immune system,,T regulatory cells,CTLA4,
Mm Hs,Immune system,,T regulatory cells,CCR4,
Mm Hs,Immune system,,T regulatory cells,LAG3,
Mm Hs,Immune system,,T regulatory cells,IZUMO1R,
Mm Hs,Immune system,,T regulatory cells,CNGB1,
Mm Hs,Immune system,,T regulatory cells,TNFRSF18,
Mm Hs,Immune system,,T regulatory cells,MAF,
Mm Hs,Immune system,,T regulatory cells,IL10,
Mm Hs,Immune system,,T regulatory cells,IL1R1,
Mm Hs,Immune system,,T regulatory cells,ITGB8,
Mm Hs,Immune system,,T regulatory cells,LRRC32,
Mm Hs,Immune system,,T regulatory cells,FOLR1,
Mm Hs,Brain,,Tanycytes,GPR50,
Mm Hs,Brain,,Tanycytes,DRD2,
Mm Hs,Brain,,Tanycytes,DIO2,
Mm Hs,Brain,,Tanycytes,COL23A1,
Mm Hs,Brain,,Tanycytes,SLC16A2,
Mm Hs,Brain,,Tanycytes,LHX2,
Mm Hs,Brain,,Tanycytes,PTN,
Mm Hs,Brain,,Tanycytes,SLC17A8,
Mm Hs,Brain,,Tanycytes,COL25A1,
Mm Hs,Brain,,Tanycytes,RAX,
Mm Hs,Brain,,Tanycytes,PRDX6,
Mm,Brain,,Tanycytes,CD59A,
Mm Hs,Brain,,Tanycytes,CRYM,
Mm Hs,Brain,,Tanycytes,VCAN,
Mm Hs,Brain,,Tanycytes,FRZB,
Mm Hs,Brain,,Tanycytes,PENK,
Mm Hs,Brain,,Tanycytes,CACNA2D2,
Mm Hs,Brain,,Tanycytes,ADM,
Mm Hs,Brain,,Tanycytes,SPRR1A,
Mm Hs,Brain,,Tanycytes,SCN7A,
Mm,Brain,,Tanycytes,FNDC3C1,
Mm Hs,Brain,,Tanycytes,MEST,
Mm Hs,Brain,,Tanycytes,IGFBP5,
Mm Hs,Brain,,Tanycytes,RGCC,
Mm Hs,Brain,,Tanycytes,RGS7BP,
Mm Hs,Brain,,Tanycytes,CTGF,
Mm Hs,Brain,,Tanycytes,TGFB2,
Mm Hs,NA,,Taste receptor cells,TAS1R1,
Mm Hs,NA,,Taste receptor cells,TAS1R2,
Mm Hs,NA,,Taste receptor cells,TAS1R3,
Mm Hs,NA,,Taste receptor cells,P2RX7,
Mm Hs,NA,,Taste receptor cells,CCK,
Mm Hs,NA,,Taste receptor cells,KCNQ1,
Mm Hs,NA,,Taste receptor cells,KCNH2,
Mm Hs,NA,,Taste receptor cells,GNAT3,
Mm Hs,NA,,Taste receptor cells,TRPM5,
Hs,NA,,Taste receptor cells,TAS2R20,
Mm Hs,NA,,Taste receptor cells,NR3C1,
Mm Hs,NA,,Taste receptor cells,SYP,
Mm Hs,NA,,Taste receptor cells,SV2B,
Hs,NA,,Taste receptor cells,CA4,
Mm Hs,NA,,Taste receptor cells,PKD2L1,
Mm Hs,NA,,Taste receptor cells,MCOLN3,
Mm Hs,NA,,Taste receptor cells,TRPM8,
Hs,NA,,Taste receptor cells,TAS2R4,
Mm Hs,NA,,Taste receptor cells,PROX1,
Mm Hs,NA,,Taste receptor cells,GRM4,
Mm Hs,Thymus,,Thymocytes,NOTCH1,
Mm Hs,Thymus,,Thymocytes,CD38,
Mm Hs,Thymus,,Thymocytes,CXCR4,
Mm Hs,Thymus,,Thymocytes,TNF,
Hs,Thymus,,Thymocytes,CD1D,
Mm Hs,Thymus,,Thymocytes,CD2,
Hs,Thymus,,Thymocytes,CD1A,
Mm Hs,Thymus,,Thymocytes,CD4,
Mm Hs,Thymus,,Thymocytes,CD5,
Mm Hs,Thymus,,Thymocytes,CD8A,
Mm Hs,Thymus,,Thymocytes,IL2RA,
Mm Hs,Thymus,,Thymocytes,CD69,
Mm Hs,Thymus,,Thymocytes,SLAMF1,
Hs,Thymus,,Thymocytes,CD99,
Mm Hs,Thymus,,Thymocytes,TAGAP,
Mm,Thymus,,Thymocytes,MS4A4B,
Mm Hs,Thymus,,Thymocytes,UCP2,
Mm Hs,Thymus,,Thymocytes,TSHR,
Mm Hs,Thymus,,Thymocytes,CD27,
Mm Hs,Thymus,,Thymocytes,CD28,
Mm Hs,Thymus,,Thymocytes,BCL6,
Mm Hs,Thymus,,Thymocytes,CIDEA,
Mm Hs,Thymus,,Thymocytes,EZR,
Mm Hs,Kidney,,Transient cells,SLC26A4,
Mm,Kidney,,Transient cells,CAR12,
Mm Hs,Kidney,,Transient cells,RHBG,
Mm Hs,Kidney,,Transient cells,HEPACAM2,
Mm Hs,Kidney,,Transient cells,INSRR,
Mm Hs,Kidney,,Transient cells,CLCNKB,
Mm Hs,Kidney,,Transient cells,COL18A1,
Mm Hs,Kidney,,Transient cells,SLC43A2,
Mm Hs,Kidney,,Transient cells,TMEM117,
Mm Hs,Kidney,,Transient cells,PARM1,
Mm Hs,Kidney,,Transient cells,ST14,
Mm Hs,Kidney,,Transient cells,ENPP5,
Mm Hs,Kidney,,Transient cells,GCLC,
Mm Hs,Kidney,,Transient cells,SYT7,
Mm Hs,Kidney,,Transient cells,ITGAV,
Mm Hs,Kidney,,Transient cells,TMEM50B,
Mm Hs,Kidney,,Transient cells,CTNNB1,
Mm Hs,Kidney,,Transient cells,ACO2,
Mm Hs,Kidney,,Transient cells,SMPD1,
Mm Hs,Kidney,,Transient cells,OGDH,
Mm Hs,Kidney,,Transient cells,SEC23B,
Mm Hs,Kidney,,Transient cells,CDC42BPB,
Mm Hs,Kidney,,Transient cells,PIP4K2C,
Mm Hs,Skin,,Trichocytes,KRT86,
Mm Hs,Skin,,Trichocytes,DSG2,
Mm Hs,Skin,,Trichocytes,KRT81,
Mm Hs,Skin,,Trichocytes,DSG4,
Hs,Skin,,Trichocytes,KRT37,
Mm Hs,Skin,,Trichocytes,HOXC13,
Mm Hs,Brain,,Trigeminal neurons,CREBRF,
Mm Hs,Brain,,Trigeminal neurons,PRKX,
Mm Hs,Brain,,Trigeminal neurons,PRDM12,
Mm Hs,Brain,,Trigeminal neurons,DHCR24,
Mm Hs,Brain,,Trigeminal neurons,CALCA,
Mm Hs,Brain,,Trigeminal neurons,CALCB,
Mm Hs,Brain,,Trigeminal neurons,VWA5A,
Mm,Brain,,Trigeminal neurons,PRRXL1,
Mm Hs,Brain,,Trigeminal neurons,PPP1R1C,
Mm Hs,Brain,,Trigeminal neurons,AVIL,
Mm Hs,Brain,,Trigeminal neurons,PIRT,
Mm Hs,Brain,,Trigeminal neurons,TAC1,
Mm Hs,Brain,,Trigeminal neurons,PRPH,
Mm Hs,Brain,,Trigeminal neurons,SCN9A,
Mm Hs,Brain,,Trigeminal neurons,RUFY2,
Mm Hs,Brain,,Trigeminal neurons,FAM189B,
Mm Hs,Brain,,Trigeminal neurons,CLGN,
Mm Hs,Brain,,Trigeminal neurons,SCN7A,
Mm Hs,Brain,,Trigeminal neurons,NEFH,
Mm Hs,Brain,,Trigeminal neurons,GCNT2,
Mm Hs,Brain,,Trigeminal neurons,ZDHHC2,
Mm Hs,Brain,,Trigeminal neurons,PARM1,
Mm Hs,Brain,,Trigeminal neurons,AHNAK2,
Mm Hs,Brain,,Trigeminal neurons,PHF24,
Mm Hs,Brain,,Trigeminal neurons,KCNAB2,
Mm Hs,Brain,,Trigeminal neurons,ATL1,
Mm Hs,Brain,,Trigeminal neurons,HSPB8,
Mm Hs,Brain,,Trigeminal neurons,FKBP1B,
Mm Hs,Brain,,Trigeminal neurons,TLN2,
Mm Hs,Brain,,Trigeminal neurons,SYNM,
Mm Hs,Brain,,Trigeminal neurons,GDAP1,
Mm Hs,Brain,,Trigeminal neurons,DGKZ,
Mm Hs,Brain,,Trigeminal neurons,PRUNE2,
Mm Hs,Brain,,Trigeminal neurons,SLC17A6,
Mm Hs,Brain,,Trigeminal neurons,FGF13,
Mm Hs,Brain,,Trigeminal neurons,DGKH,
Mm Hs,Brain,,Trigeminal neurons,CPNE3,
Mm Hs,Brain,,Trigeminal neurons,CCDC92,
Mm Hs,Brain,,Trigeminal neurons,SNCG,
Mm Hs,Brain,,Trigeminal neurons,NICN1,
Mm Hs,Brain,,Trigeminal neurons,NEFM,
Mm Hs,Brain,,Trigeminal neurons,RGS7BP,
Mm Hs,Brain,,Trigeminal neurons,ADD2,
Mm Hs,Brain,,Trigeminal neurons,PIEZO2,
Mm Hs,Brain,,Trigeminal neurons,VAMP1,
Mm Hs,Brain,,Trigeminal neurons,SCN10A,
Mm Hs,Embryo,,Trophoblast cells,CD4,
Mm Hs,Embryo,,Trophoblast cells,TTPA,
Mm Hs,Embryo,,Trophoblast cells,TNFRSF9,
Mm Hs,Embryo,,Trophoblast cells,STAR,
Mm Hs,Embryo,,Trophoblast cells,HOPX,
Hs,Embryo,,Trophoblast cells,S100P,
Mm Hs,Embryo,,Trophoblast cells,ADAM19,
Mm Hs,Embryo,,Trophoblast cells,CYP24A1,
